,Biased,Text
156,1,Even the bots have had enough of Jews’ shit lmao
157,1,"???????? Congress just passed a bill that will CRIMINALIZE THE BIBLE. 

Reciting the fact that Jews killed Jesus will now be considered CRIMINAL ANTI-SEMITIC HATE SPEECH."
158,1,"??BREAKING: The “antisemitism” law that just passed in the House does NOT just make it illegal to criticize Jews. 

It makes it ILLEGAL to preach the GOSPEL. ??

The House of Representatives just voted to make Christianity illegal in America. Let that sink in. ????"
159,1,"Ummm… wtf just happened? They Literally just passed a law that makes Parts of the Bible Illegal For example, Bible passages state Jews Killed Jesus… Wtf is Mike Johnson Doing? We all know…. When AIPAC calls, the Dual Citizenship Israeli/US Puppets respond… Fucking insane!"
160,1,"Here are 21 instances of the Jews plotting to kill Jesus.

Matthew 2:13, 12:14, 26:4, 26:59, 27:22, 27:23

Mark 11:18, 15:13, 15:14

Luke 13:31, 23:21, 23:23

John 5:18, 7:1, 7:19, 8:37, 8:40, 8:59, 10:31, 11:8, 11:53

It would be ILLEGAL to share this if H.R. 6090 becomes law."
161,0,The Bible says the Jews killed Jesus.
162,1,"BREAKING: 

???????? The US House has passed an act that totally bans speaking and protesting against Israel.  

Even if you preach parts of the bible that clearly state the days the Jews killed Christ you will be arrested.

In response to campus anti-Israel protests, the House is rushing to to vote on a new bill, HR 6090. This new bill would officially define ""Antisemitism"" so the federal government can sue, prosecute, or sanction more people, businesses, and universities for supposed violations of civil rights law.

This bill would make it illegal to compare Israeli policies to Nazi policies. It would make it illegal to describe Israel as racist. It would make it illegal to accuse an American citizen of being more loyal to Israel than to the United States."
163,1,"Here’s an Israeli Jew bragging about the Jews killing Jesus as he attempts to steal a Palestinian’s home. 

The House of Representatives just passed a bill making it ILLEGAL for me to post this video."
164,1,"320 congressmen betrayed the American people for Jewish money. Judas got 30 pieces of silver from the Jews to betray Jesus. Mike Johnson got $500,000 from AIPAC to put Americans in legal jeopardy for quoting the Bible. By the way, is it now anti-Semitic to say that Judas got 30 pieces of silver from the Jews, or is it just illegal?"
165,1,"Did the Jews kill Jesus?   

The answer is simple. 

The Jewish leaders deemed Jesus guilty of blasphemy, a crime punishable by death under their laws. Unable to enforce this penalty themselves, they instead falsely charged Jesus with sedition against Rome to provoke the Roman governor's condemnation. Despite Pilate's reluctance to execute Jesus, they threatened to incite unrest if he didn't comply.   

So in short, yes. The Jews did kill Jesus-- not the Romans.

Saying this should never be considered anti-semetic."
166,1,"The Jews did kill Jesus. 

This is not anti-Semitic, it's the truth."
167,1,"Congress is suddenly rushing a bill to ban “antisemitic speech” in places like… college campuses. (HR 6090)

Criticizing Israel or claiming Jews own the media is obviously included.

So naturally, ima exercise some free speech and do both those things.

Cuz Fuq you guys."
168,0,They said Jews need to go back to Poland…
169,1,WHAT THE JEWS DENY NOW
170,1,"Jews killed Jesus.
The holocaust is bullshit. 
We fought the wrong enemy."
171,1,It’s always been about hating Jews. All along.
172,1,"So let me get this straight Jews can be ethnic nationalists but white people can’t 

According to both parties and some on the rights that’s the rules"
173,0,".@VoteRandyFine
 - Jews across the world are going through so much. We stand with Israel and there’s no tolerance for something like this on a State facility. https://x.com/VoteRandyFine/"
174,1,That’s the common interpretation of An-Nisa 157 but it’s literally not what the Surah is saying. If you pay careful attention the Surah is basically one big warning to the Jews that they aren’t off the hook just because they think they killed Jesus
175,0,Only hate happening is against Jews. Had to throw in the Islamophobia because you need their votes. You will lose and be the worst 1 term in my lifetime. Was Carter but you make him look great
176,0,"Kid, Hamas would be absolutely delighted to take you hostage at the first opportunity. Being anti-Zionist won’t save you. They kill Jews."
177,0,"Ackshually, he doesn't practice Islam. He's a non religious, secular Muslim. Much like there are non religious, secular Jews. And he's having a rather civil discussion with Asmongold right now. He'll hear people out if they don't come off like total bad faith actors from the go."
178,0,"Maybe I'm missing something, but it seems like this just adds Jews to the class of people that can't be discriminated against by institutions that accept federal funds. I'm not seeing the need for a collective freakout. It's not a great bill, but it's not the Spanish Inquisition."
179,1,So it's OK for Zionists to be antisemitic towards Jews.
180,0,"Frat bros at @OleMiss
 chant, ""Lizzo! Lizzo!"" and shout, ""F**k you fatass, f**k you b*tch"" at a Black woman who was protesting for Palestine.

Do people really think these counterprotestors are doing it to support Jews?"
181,1,"Wow, just like clock work.

Jews told my bank I'm not allowed to have people support me via Zelle. 

Three processors in two days."
182,0,"Woke students:

5.5M killed in Congo ??
500K killed in Syria ??
500K killed in Sudan ??
400K killed in Yemen ??
300K killed in Iraq ??
250K killed in Afghanistan ??
20K killed in Gaza: GENOCIDE!!! CAMPUS ENCAMPMENT!!! FREE PALESTINE!!! ??

No Jews, no news."
183,0,"Arabs and Muslims need to stop hating the West, Israel, and Jews, and start loving life, science, and education."
184,0,About 1 million Jews were chased out of the Arab world. You take ignorance and revel in it.
185,0,"Your nuance is nauseating, and informs Jews where they sit — and stand. Whether or not America will remain safe for Jews is a real question. In the end, once all is not said and not done, God will redeem the Jewish people as He always does, but when."
186,1,"Pure Zionist propaganda. 
It’s been called Palestine for millennia. Jews and Arabs lived together very well and happily till the Nazi effect 100 yrs or so. 
Before WW2."
187,0,"They can't live peacefully with Hindus
They can't live peacefully with Jews
They can't live peacefully with Christians
They can't live peacefully with Atheists 
They can't live peacefully with other sects of Muslims
They hate LGBT
They hate Free Speech
They hate Religious Freedom
They hate free Women

But they constantly want Islamophobia criminalized."
188,0,"I don't oppose the butchery in Gaza because I love Hamas or hate Jews or love Islam or hate America.

I don't oppose the butchery in Gaza because I'm a lefty or a commie or an anarchist or an anti-imperialist.

I oppose the butchery in Gaza because I'm not a fucking psychopath.

Opposing Israel's butchery in Gaza is so obvious, so common sense, such a bare-minimum, fundamental-level, Being Human 101 position that if it isn't immediately self-evident to you after learning the basic facts, your problem is much, much deeper than whatever ideology or bias or prejudice you might happen to have. There's something wrong with you as a person.

If you support Israel's butchery in Gaza, you've got much bigger problems than merely not having the correct ist or ism belief system. You're just all fucked up inside. Your conditioning has made you into a generally shitty human being. You have deep and immensely consequential flaws in your character, and you won't mature as a person until you heal and transcend them."
189,0,None of these folks showed up when I lived on campus and white supremacists with tikki torches yelling “Jews will not replace us” marched through campus as I hid my three kids.
190,1,Its gonna be awkward when the Brits eradicate the jews in Israel after they gave it to them….
191,0,"What the Torah says is irrelevant. Observant Jews practicing today don't murder Gays or transition gays to the other sex. Nasrallah, on the other hand, speaks for Hezbollah and reflects the attitudes of Shia (and other) Muslims throughout the middle east. Big difference."
192,1,"why would God wait 2000 years to finish this with israel when He cleary says He would finish it with that same generation, then 38 years after Jesus died Jerusalem was utterly destoyed, the church fled, and the temple became the body. there is no future redemption plan for jews outside of come to Jesus now"
193,0,"Palestinian Christians have closest genetic relationship bloodline connection with Samaritans than Palestinian Muslims.
Samaritan mix Northern Italic Italian result Ashkenazi Jewish Jews.
So which one should PaIestinian Christian side with ? @hoodsubaru5
 @dekeonethree @jae___35"
194,0,NYC - listen as ER nurse Chris Hernandez tells Jews to “shut the f*ck up” and deal with the antisemitism they’re encountering. Imagine the care he provides to Jewish patients he encounters in the emergency room.
195,1,"Jews love me, what can I say? ??"
196,1,"There are 5 categories of Israel supporters:

1) Zionist Jews

2) Misled Christians who believe they’ll be blessed for supporting “God’s chosen people”

3) People who dislike Muslims

4) Politicians who have received donations or blackmail from Zionists

5) Any combination of 1-4"
197,0,"During World War II, millions of people were killed. Among them, 6 Million Jews perished in the Holocaust. They were murdered simply because of their Jewish roots.

Today, on Holocaust Remembrance Day, we honor their memory. 

We will continue defending our country and ensure this will never happen again. #NeverForget #WeRemember"
198,1,"So, Jews are organizing and financing the protests? Interesting"
199,0,"On Holocaust Remembrance Day, it is incredibly important that we pay respects to the six million Jews murdered during the Nazi occupation, and equally as important that we say clearly that never again means never again for ALL. 

Rest in eternal peace ??"
200,1,Jews ______ the world and that's ______
201,0,"Nick Fuentes’ shtick about complaining about being the victim of Jews is so gay and overdone.  Absolute loser mindset, not surprised he has such an affinity for the black community"
202,0,"Pro-Hamas law students paying the price 

""For seven months, since Oct. 7, university students have been enjoying revolutionary cosplay. Their faces swathed in Arafat scarves, they wave flags, demand Israel disinvestment, scream mantras premised in genocide of Jews: Living entirely in the moment, they find it all tremendously exhilarating. That there may be an eventual downside to their conduct doesn’t seem to occur to them."" - @BarbaraRKay
 
https://nationalpost.com/opinion/barbar"
203,0,"Israel's 2005 Disengagement: The Unexpected Ethnic Cleansing of Jews from Gaza

You read that correctly. Israel ethnically cleansed Gaza in 2005 of Jews. 

In 2005, Israel undertook a significant and deeply controversial initiative, known as the disengagement plan, voluntarily evacuating all Israeli settlements in the Gaza Strip. The IDF by force, removed Jewish farmers from their land, often dragging them kicking and screaming. This involved the removal of over 9,000 Jewish settlers and the withdrawal of the IDF from Gaza and select settlements in Judea and Samaria, a move aimed at reducing friction and setting the stage for potential peace. The plan was met with both domestic and international interest, as it represented a pivotal shift towards giving Palestinians the autonomy needed to govern themselves and potentially lay the groundwork for their own state.

Remarkably, the commitment to complete withdrawal even extended to relocating Jewish graves, as Israel exhumed and reburied its dead from Gaza to maintain the sanctity of those at rest. Despite the painful sacrifices made by many Israeli families who had built lives in Gaza over decades, the intended outcomes of increased peace and stability did not materialize as hoped. Instead, the power vacuum left by Israel’s withdrawal was quickly filled by Hamas, which gained control after winning a majority in the 2006 Palestinian legislative elections and later consolidating power through violent clashes with Fatah in 2007. Under Hamas's rule, Gaza transformed into a base for ongoing militant activities rather than developing into a peaceful state. The region has since been marked by several conflicts, each resulting in significant human suffering on all sides.

This sequence of events raises profound questions about the challenges of withdrawing from territories and the complexities of peace-building in areas with deep-seated political and ideological divisions. The disengagement from Gaza shows that even well-intentioned initiatives can lead to unintended consequences, highlighting the need for comprehensive strategies that ensure peace and security for all parties involved.

https://youtu.be/swdX_BAE-18?si=ui8EUAr_K4ASnmaq

https://britannica.com/event/Israels-disengagement-from-Gaza

https://embassies.gov.il/MFA/AboutIsrael/Maps/Pages/Israels%20Disengagement%20Plan-%202005.aspx

https://myjewishlearning.com/article/gaza-d"
204,0,??Eugen Duhring On The Jews Christianity and Old Testament   https://archive.org/details/EugenD
205,1,"Palestinian visits Auschwitz, publicly calls on Jews to return to the Nazi death camp ""where they belong"""
206,1,Destiny meatriding jews is crazy
207,1,"Instead, create a web site and put all Nazi Jews there. https://x.com/itslaylas/stat"
208,1,"It's all about the Realignment, baby. Democrats hate America as much as they hate  Jews!

""During the Cold War, the Palestinians were used by the Soviets against the U.S. and American interests and allies. Regional powers like Nasser’s Egypt, Assad’s Syria, Saddam’s Iraq, and Ghaddafi’s Libya used the Palestinians to advance their own interests, against the superpowers and/or each other. Not infrequently, Palestinian factions fought each other on behalf of their Arab patrons.

It was through this nonstop violence that the Palestinian cause flourished. The Palestinians won a place in regional and then international forums not because of a world-historical injustice done to an ad hoc confederacy of minor Levantine bloodlines. Rather, it was because if you didn’t employ a mercenary gang of Palestinians against your enemies, you would be exposed to a terror campaign waged by a rival band of Palestinians, sponsored by your rivals.

What Middle East watchers call the “Palestinian veto” refers to the ability of Palestinian terrorists to destabilize any given regional order that doesn’t suit the ambitions of whoever their dominant patron happens to be. For instance, the 1979 Israel-Egypt peace treaty came about only because Egyptian President Anwar Sadat insisted on keeping the Palestinians out. Unlike Jimmy Carter, Sadat didn’t care about a comprehensive peace in the Holy Land with the Palestinians front and center—he knew that giving the Palestinians a seat would give the Soviets and their Arab allies an opening to derail an agreement he needed to advance Egyptian interests.

On whose behalf were the Palestinians acting when they destabilized the region with their gruesome Oct. 7 attack? Iran—but also the Biden administration. The two share an interest in collapsing the traditional U.S.-led order of the Middle East that Donald Trump had restored, after Barack Obama began the process of dismantling it.

Up until Obama, the pillars of America’s security architecture were the Persian Gulf’s oil-rich Arab states, led by Saudi Arabia, and, in the eastern Mediterranean, Israel and Egypt. Early in his first term Obama signaled he intended to undo that order when he gave a speech in Cairo and invited officials from the Muslim Brotherhood, existential enemies of the military regime then led by Hosni Mubarak. Within two years, the White House withdrew its support for Mubarak during the Arab Spring revolutions and ushered in a Muslim Brotherhood government. Egypt became the first pillar of the old U.S. security order to fall.

Obama’s aides made it clear that his second term would be devoted to securing a nuclear deal with Iran. The purpose of the deal, officially known as the Joint Comprehensive Plan of Action (JCPOA), was not to prevent an Iranian bomb—in fact, the agreement legalizes the clerical regime’s nuclear weapons program. Rather it was to realign U.S. interests with Tehran while stiffing traditional U.S. partners, especially Riyadh and Jerusalem, the other regional pillars of the American order. To cap off his eight years of dismantling the instruments of U.S. policy in the Middle East, Obama’s final foreign affairs initiative was to push a U.N. Security Council resolution adopting the Palestinian position that Israel was in violation of international law by occupying, among other places, historic Jewish holy sites.

Then came Donald Trump, who not only reversed Obama’s realignment but reinforced Washington’s traditional security architecture. Trump’s first official trip was to Saudi Arabia. He explained that the U.S.-Saudi alliance was good for the U.S. because it meant affordable oil, investment in America, and American jobs. Trump defended the Saudis when retired U.S. spies, The Washington Post, Obama operatives, and foreign intelligence services joined in an information operation to isolate Crown Prince Mohammed bin Salman after the murder of former Saudi intelligence official Jamal Khashoggi.

That was only the beginning, as step by step Trump erased Obama’s legacy in the Middle East, and restored the pillars of the American-led regional security order. He backed the military regime in Cairo, and moved the U.S. Embassy in Israel to Jerusalem. He acknowledged Israeli sovereignty over the Golan Heights, the Jordan Valley, and large parts of the West Bank. The Trump-brokered normalization agreements between Israel and other regional states, known as the Abraham Accords, reaffirmed the U.S.-led regional order by binding our allies to each other—and thus to America.

Crucially, the Abraham Accords also ignored the Palestinians. After all, the Palestinians could never normalize relations without forfeiting their ability to project power and demand tribute. Like Sadat, Trump and his diplomats understood that peace could only be made by sidelining the Palestinians and whoever was sponsoring them, in this case Iran.

Naturally, the Abraham Accords were repugnant to the Obama faction. The normalization deals undid Obama’s balance of power project—i.e., strengthen U.S. adversaries at the expense of allies—and pushed the left’s longtime darlings, the Palestinians and the Islamic Republic to the margins. Accordingly, the Biden administration unfroze money to fill Iran’s war chest and undermined regional normalization under cover of expanding it to Saudi Arabia. Any direct talks between Israel and Saudi, the steward of Islam’s holy shrines, would, if only for the sake of protocol, have to involve the Palestinian cause. Thus, the Biden administration put the Palestinians at the center of the region again.

That’s how we got to Oct. 7. Contrary to the Biden administration’s talking points, the Iranians didn’t see Saudi-Israeli normalization talks as an existential threat; rather, they correctly saw it, and other Biden moves, as an invitation to disrupt and destabilize the regional order that Trump had rebuilt. Subsequently, in traditional regional fashion, the Iranians mobilized their Palestinian proxy.

And yet for many good-faith observers, it remains a mystery why Obama and then Biden sought to undo the U.S. order of the Middle East, an arrangement that has kept a volatile and strategically vital region relatively stable. Is it ego alone that requires Obama and his party must be proven right, and that Trump’s successes must be transformed into failures at America’s expense—and at the additional price of destroying the prospects of a relatively hopeful future for Middle Easterners?

The key fact is this: The regional order that Trump restored has long been part of the formula that ensures continued U.S. domestic peace and prosperity. To put it another way, the moves made by Obama and now Biden are not primarily about destabilizing the Middle East. Rather, they are designed to destabilize the United States.

The Biden team’s moves to shelter Hamas are best understood in the context of a revolutionary program of domestic initiatives that aim to reconstitute American society on a new basis, and which in turn require the outright rejection of the country’s history and culture, its existing social arrangements, and constitutional order. The current regime has weaponized the security state, labeled its opponents “domestic terrorists,” and waged a third-world-style campaign against the opposition candidate because it’s a revisionist faction. Its political and cultural manifesto is a program for remaking America, whether through social pressure, or censorship, or bureaucratic fiat, or threats of violence, or actual violence. Among other devices to transform America, the Biden administration has opened the border to at least 7 million illegal aliens (and counting), many from places in the Middle East where Hamas is revered, and for whom political violence means steady, well-paid work.

It’s not the traditional U.S.-led order in the Middle East that the revisionist faction, Obama’s faction, is most determined to dismantle but rather the existing order in the U.S. And it’s not Israel that it’s most keen to grind into dust, but America. For the party that Obama remade in his image to triumph at home, the Palestinians must win.""

https://tabletmag.com/sections/news/"
209,0,"In the Chicago Tribune, a great article about UChicago Jews for a Free Palestine by @radbrowndads
: 

“At U of C encampment, Jewish organizers explain significance of their anti-Zionist Shabbat service.”"
210,0,They don't hide it. You either support the fight against Hamas or you hate jews. There is no in-between.
211,1,"So correct me if I'm wrong-

Did destiny just admit jews have a disproportionate amount of power??"
212,0,"In the latest Al Naba publication, ISIS addresses the drone back and forth between Iran and the US and Israel.  They said it was controlled and that the conflict between these parties is political and not a religious conflict, as it is between ""ISIS and Jews""."
213,0,Just curious who you think the “original owners” are. Here’s a hint: they were Jews. Your Palestinian Arabs conquered and colonized the place. That’s a fact. I understand it’s hard for you to digest but that is an undisputed fact.
214,1,"But Jews still control the world and courts, right?"
215,0,Every profile I have seen says no blacks or Jews. Incredible.
216,1,Haha. You make it sound like they immigrated there and MOST jews were just there. ????
217,0,"Zionism is NOT Judaism
Jews, Christians and Muslims coexisted before colonial Zionists occupied Palestine and ruined it over the past century and a half... Slowly but surely, since the first settlement in 1872 to date.
????"
218,1,Zionists were the ones who negotiated with the Nazi Party the removal of Jews from Germany then claimed victim-hood today after they manufactured all the conditions on the ground for the Holocaust.
219,1,"You mean the Muslims that you Jews are genociding? Fuck off, cunt."
220,0,"The reason why @GadSaad
 is particularly hated by all the parasitic minds out there, is because they can't tell a Lebanese man to ""Go back to Poland"". 

The concept of Mizrahi and Sephardic Jews makes their brains short-circuit."
221,1,"""But Jews wrote this in the Bible!""

""But I do not care what they wrote in the Bible""

""Yes but they have wrote this in the Bible!""

""But the bible is not legitimate""

""Yes but the Jewish Bible says this and it says it is legitimate"".

""But I don't care""

""But the Bible..."""
222,1,"A perfect example of how the Pal victimization/Jewish aggression narrative forms. This ""vigilante"" group - 4 men armed with an umbrella & coffee - formed *in response to* a year of pro-Pal harassment of Jews. But once Jews fight back, Pals adopt the stance of oppressed victims"
223,1,"Conflating anti Zionism with antisemitism isn’t a new thing. 
In 1910 Najib Nassar, editor of Palestinian newspaper Al-Karmil, was taken to courtfollowing a complaint of spreading discord against Jews. Nassar was released when the Ottoman court found he “attacks Zionism alone”."
224,0,"When taking a break from hating Jews, #bellahadid advocates shit ting ones brains out from postbiotics"
225,0,"Islamotards be like: “Jesus was Muslim, Moses was Muslim, Noah was Muslim, Abraham was Muslim…

…but Hamas are Jews.” ?? https://x.com/allergictobs12"
226,1,"You know it does. That's why the DNA of Palestinian muslims and jews matches Cananite DNA. European Zionists are the invaders with no ties to ancient Hebrews.
The scientific facts:
https://youtu.be/-dEL2yhT7Uo?fe"
227,0,Nigga I am Palestinian. My people are killing Jews while your people are raising red flags ??
228,0,You are the type of man who would have told the nazis who was hiding Jews.
229,0,They hate Christians almost as much as Jews hate Jesus
230,1,There’s no converting to Christianity Jews aren’t capable of it
231,0,"#Livenow
Not On Record
EP#132 | The Divide-and-Conquer Playbook: Using The Jews
@NeubergerLaw
 @d2davison
 @crimlawyer01
 @CorrectFm
 @NatTelegraph
 @maxsilverberg
 @notonrecord"
232,0,Source is personal experience and knowing them. The rest is easily found on Google. Look up why most American Jews vote Democrat.
233,0,Unity of the Fields which is actually the pro Hamas group called Palestine Action is praising the Jordanian terrorist that murdered 3 Jews today.
234,0,Are Igbo people the first Jews? Similarities between Jewish & Igbo culture : what are your thoughts on the subject? #igboculture #IgboAmaka #igbopeople #igbohistory
235,1,It is a conspiracy theory to say that jews don’t influence American politics
236,1,"Jews use Americans as cattle to be milked (taxed), and bodyguards/enforcers to fight their fights (that they start) for them.

Please people, wake the fuck up."
237,1,1sr@el is the most dangerous place for Jews in the world.   Israel's existence is the ultimate antisemitism.
238,1,"JUST IN: Notorious antisemite Candace Owens has been SUSPENDED from YouTube for a week due to her vile remarks targeting Jews. Additionally, her antisemitic interview with Kanye West has been removed from the platform."
239,0,"The Two State Solution is a sick forced abusive marriage….however Jews & Israel have done the work and we’re done & we’re allowed to be done.
#twostateevolution"
240,1,It turns out even if you try and blame it on the Frankest the jews will still try and destroy you
241,0,"BREAKING: ???? Switzerland is standing up against terror. In a decisive 99-88 vote, the Swiss Parliament just cut off funding to UNRWA, an agency notorious for supporting terrorism and indoctrinating children to grow up with the goal of murdering Jews. 

?????? ?????????? ???? ???????????? ????. 

It’s hard to even call this “aid” when it’s funding a terror group like UNRWA.

Good job Switzerland!"
242,1,"UPDATED DEATH TOLL NOW AT 40 AFTER JEWS ATTACK CIVILIAN TENTS, LEAVING 30-FT-DEEP CRATER"
243,1,"NEW:

???????? The jews committed another massacre in Gaza tonight

Approximately two hours ago, the Israeli Air Force conducted a strike on tents housing displaced individuals in Al-Mawasi, near Khan Younis, in a new massacre. 

The attack resulted in at least 40 civilian deaths and many injuries, with bombs creating craters as deep as 9 meters in the designated 'humanitarian zone.' The IDF claimed they targeted a Hamas 'command and control center.'"
244,1,Love  and solidarity with antizionist Jews ??
245,0,"I doubt they will be able to explain how an attack supposedly carried out by Jews could be considered an ""Islamic victory"". Tomorrow it will be 23 years since 2977 Americans were murdered in the deadliest terrorist attack in American history.  Planes hijacked by Islamic jihadists, vowing death to all Americans, plowed into both towers at the WTC   This is how Palestinians celebrated after 9/11."
246,0,Friendly reminder that Ashkenazi Jews are not Semitic but rather Germanic in origin and their ancestors were forcefully converted to Judaism
247,0,"Candace: *spreads antisemitism, neo-Nazi rhetoric, Russian propaganda, hate*

YouTube: *demonetizes her*

Candace: ""We all know the (Jews) are behind this""

This is victim culture with a dark, racist twist. It's worse than anything you ever saw from blue haired Tumblr kids."
248,1,"If they call you a racist for being honest about race, so what?

If they call you antisemitic for being honest about jews, so what?

If they call you homophobic for being honest about pedophiles, so what?

They hate you anyway. Be brutally honest. Truth is on our side."
249,0,"Jews disproportionately supporting socialism and communism is a major problem, especially given their outsized political influence.

What's the best evidence for or against the idea that left-wing beliefs are a persistent aspect of Jewishness?"
250,1,"What if men claimed that because they have won far more Nobel prizes than women, they have a justification for engaging in the mass killing and gangrape of women?

This is what Jews sound like when they claim that because they have won far more Nobel prizes than Arabs, they have a justification for engaging in the mass killing and gangrape of Arabs."
251,1,Spreading “antisemitic content” is as simple as posting screenshots of what Jews say on social media.
252,1,"The day is fast approaching and it won’t be long now that the Maronites, and to a wider degree Christians in the Middle East, will become the new Jews. Displaced populations whose oppressors carve a false narrative they never had a homeland in the first place."
253,1,"World-renowned professor John Mearsheimer:

""It is American Jews rather than Christian Zionists who are responsible for the power of the Israel lobby."""
254,0,"I hosted HOPE AGAINST HATE, a rally in NYC on Sunday to bring people together and promote peace for ALL. This is my opening speech. Times are terrifying for Jews… but we can’t be afraid. We must change hearts and minds with love, law, and education. 

Please share my message with all those who couldn’t attend in person. Jews, allies, and those we still need to win over in this epic fight for the civil rights of our people. 

#antisemitism #israel #jews #palestine #nyc #peace #civilrights #emotional #viral #washingtonsquarepark #rally #gaza"
255,0,"Are Jews who reject the gospel still chosen by God?

If you enjoyed this sample from FFOZ Reacts, watch the full video here: https://vist.ly/3mg3h75"
256,0,The I hate Jews and I hate America panel.
257,0,the moderators’ first question for both candidates: favorite Silver Jews song?
258,0,"So according to Kamala, Hamas deserves its own country for slaughtering Jews so horrifically on October 7. 

Got it."
259,0,I cannot believe there are still Jews out there voting Democrat
260,0,"Always a privilege to listen to @HillelNeuer
 razor-sharp analyzes of the Middle East conflict. The international community must take leadership in confronting the darkest era for Jews since the Holocaust. #NeverAgain #Vienna"
261,1,"In Toronto an Israeli flag is burned outside of their consulate while protestors chant for Jews to go back to Europe. A gradual normalization of this act has allowed it to become acceptable in Canadian society.

Masked protestor seen is Hosaam Hamdan of Mississauga, ON."
262,1,"You wanna get really nuts on 9/11? Do a little research into the 5 Jews in a white Van celebrating, high fiving, laughing while they were watching and filming the WTC collapsing. 

I’m happy and not suicidal."
263,1,"My friend @GaddiusMaximus
 and @dr_duchesne
 are right:

White liberals are indistinguishable from anti-white Jews and are in fact a problem much, much more sinister and severe."
264,0,How can it be that the massacre on October 7 only increased the hatred towards the Jews around the world?
265,1,"They may act shocked or appalled or horrified or disgusted by what you say about the jews, but they absolutely cannot be reasonable and refute it"
266,1,"The lesson of WWll and October 7th, is that if you oppose jews, they will accuse you of doing the most horrific things imaginable, which they will then use to justify doing the most horrific things imaginable to you"
267,1,"I don’t often ?? agree with @GodPenuel
  - but some hard hitting facts here I guess many don’t know or choose to overlook.

The Afrikaners did it.
The Jews did it.

It’s not impossible. 

It takes a Village, after all. ??????"
268,0,"#911 
Just A Reminder 

While Israeli Jews lined up to donate blood for Americans victims, this is how the Palestinians reacted when they heard about 9/11 terror attack.
They do love to hate America 

Israel The only monument with all the names outside of the US for the memory of this disaster 
We do love to love America

#us #israel #hamas #palestine"
269,1,"4,000 JEWS DID NOT GO TO WORK ON 9/11 

THEY RECEIVED INSTANT MESSAGES IN HEBREW THROUGH AN ISRAELI APP CALLED ODIGO

A RABBI BOASTS ANOTHER RABBI TOLD HIM THE TOWERS WERE COMING DOWN 1 WEEK BEFORE THEY DID IN ""REBBE"" SQUARE"
270,1,"How many thousands of hours of tireless research do you think it took this ""judeo-bolshevik"" to formulate such a poignant and informed response? 

Yes. jews are telepathic. You've cracked the case jew. The world can now rest peacefully.

Your people are safe from being holocausted yet again, and it is only because of your valient deed in service of the tribe that they were spared the gruesome fate of being turned into soap and lampshades.

May you forever be exalted in the holocaust Hall of Fame alongside the company of Ellie Wiesel, Anne Frank, and Santa Clause."
271,0,"Do you find it odd that this is what the kids were reciting before the Jews attacked the Twin Towers on 9/11? 
These are the words that the kids were reciting--> ""kite, plane, must, hit, steel""."
272,0,The whole world hates Indians and jews now
273,0,"I think the teachings of the Talmud arose out of the innate racial proclivities of the jews rather than jewish behavior arising from the teachings of the Talmud

In that sense, the Talmud really just acts as a guide for jews to outline specifics for their already existing and innate racial proclivities"
274,0,"Gaza was fine on October 6. Then Yahya Sinwar and Hamas decided to launch a genocidal pogrom against Jews in the hope of igniting an apocalyptic race war that would destroy Israel and see millions of Jews marched from their homes in death columns.

How many innocents had to die for this insanity?"
275,0,"It’s so funny when they say this. All it does is confirm that diversity zealotry is a new religion/phenomenon and even the most liberal, cosmopolitan, and subversive Jews didn’t give a shit about it  just 20-odd years ago."
276,0," -Never post about Jews, Race or Gender
-Never directly @ any big guy
-Don't dm anyone or you are spam
-Your first 100 replies are spam regardless
-It's a digital mental hospital
-Satanic Algorithm
-Premium makes no difference
-We don't care about you
-There is no freedom of speech
-You are the product
-It's worth it, if you are worth more
-Only the selected can make money
-You will be stalked, ghosted and abused
-You might lose your job
-You will definitely lose your mind
-It prefers Americans
-It's not Elon's or X's fault"
277,1,Jews Are No Good
278,0,Jews aren’t going anywhere. Arabs aren’t going anywhere. Live with it.
279,0,October 7th massacre survivor Tali Biner gives a glimpse into the horrors she witnessed as she hid in an RV trailer for 8 hours while all around her the Gazans r*ped and butchered Jews
280,0,Here's your based anti-zionist Jews
281,1,"Labor's insane Mis/Disinformation bill basically criminalises any serious criticism of the establishment's most harmful policies. Anything relating to climate change, Covid, vaccines, militarism, the Voice, NDIS, banking, jews, indigenous people, etc. will be punished."
282,0,??The Abiy regime is committing a Nazi-like reign of terror targeting Amhara in the same manner that Nazi Germany did targeting millions of Jews ... fascist regime in Ethiopia #AmharaGenocide #WarOnAmhara
283,0,"You are such a fraud Greg. 

The people of Hong Kong protested peacefully in their millions for democracy and human rights. Greg wants you to instead sympathise with Hamas supporter lunatics spraying acid at police horses because they hate Jews and want them dead."
284,0,"Does it not shock you that in 2024 people think that Ukraine and Jews are Nazis, but ruZZia, #IranRegime, #Hamas, Muslim Brotherhood are fighting Nazis together???????

I tell you we live in Gogol novel if it was written by drunk Kafka in hell."
285,0,"Bangladesh????: Muslims are looking for Hindus.

This is exactly what occurred to Jews on October 7th.

The same thing happened to Christians and Yazidis in 2014.

For over 1400 years and Muslims looking for non-Muslims.

This is life for all non-Muslims in the Middle East."
286,0,"It must be quite frustrating being Al Qaeda. You pull off a huge terror attack. It was a complex world-attention-grabbing act of terror. And you follow it up with announcing that you did the attack. 

And then the weirdos give the Jews credit for it anyway!"
